Genes,Diseases,Word2vec,BERT,BioBERT,BioSentVec,Word2vec.Humans,BERT.Humans
TOB2,ligneous_conjunctivitis,0.48309326,0.7872060167,0.8045149014,0.0795288533,0.4687396884,0.84793043
PRDM13,premature_menopause,0.113125265,0.8045076817,0.8054417108,0.1037103683,0.1504397988,0.83285666
ADAM17,coronary_thrombosis,0.26217055,0.8012178827,0.8013947352,0.1319069862,0.263132602,0.8746287
AHNAK2,pilomatrixoma,0.59346,0.8794882789,0.8545386427,0.2687877119,0.6170815229,0.84825075
SFRP1,sjogren-larsson_syndrome,0.1789144,0.8345068208,0.7979893038,0.1230279654,0.2595325708,0.936451
TDH,sialuria,0.14428931,0.8510864004,0.8769989895,0.1310973465,0.1686304957,0.87414765
RPL32,extrinsic_allergic_alveolitis,0.25167423,0.7877489606,0.7907393481,0.08480068296,0.4380384982,0.8596721
DDX3X,metabolic_diseases,0.16442898,0.7761273659,0.8286823246,0.1881871074,0.2560721636,0.84631824
MYO5B,myoclonic_astatic_epilepsy,0.13589004,0.7810054854,0.8249864487,0.2263972014,0.2498051524,0.95098746
FABP1,tachycardia,-0.019495001,0.85541993,0.8096566217,0.07546620816,0.07295033336,0.8607428
BTNL2,opiate_addiction,0.3146708,0.8259854888,0.8295140833,0.1132149547,0.1023148149,0.85619783
WNT8A,alexander_disease,0.35855293,0.8338762344,0.8474123044,0.1008534878,0.4964666665,0.8599764
BCL6B,esophagitis,0.03166315,0.779152117,0.7916756895,0.04089598358,,0.8487536
CYP11A1,hypothyroidism,0.15892065,0.8625228257,0.8186136614,0.1505534947,0.07043421268,0.8713597
STARD3,brachycephaly,0.32632598,0.8302911461,0.8297155162,0.09821455926,,0.85364366
GDF11,nephropathic_cystinosis,0.33469117,0.81793863,0.8243154304,0.1839576811,0.4952046871,0.84563434
DUSP4,rhonchi,0.29464453,0.8534740307,0.8813878316,0.1285064667,0.2508377731,0.87950236
GAB2,lennox-gastaut_syndrome,0.013030555,0.8460873764,0.8352612644,0.1063894406,0.2065626383,0.88448644
SWAP70,balkan_nephropathy,0.1338054,0.8328302585,0.8445755471,0.06187305972,0.09523993731,0.8495067
MIR124-1,coronary_stenosis,0.1156322,0.820713732,0.7580316743,0.1889569014,,0.8876872
CAPRIN2,adenomatous_polyposis_coli,0.35903734,0.8934275115,0.8069785921,0.0695136115,,0.86416215
ANAPC4,prenatal_alcohol_exposure,0.18627563,0.819038215,0.8420630353,0,,0.82886475
MAP1A,acrofacial_dysostosis,0.36565334,0.8013026445,0.8045460493,0.1691958606,,0.8533877
TREX2,endogenous_depression,0.1856435,0.8055804297,0.8754814413,0.08331377804,0.43276757,0.8892337
MIR23B,glaucoma,0.028901316,0.865189366,0.7743820044,0.05766858533,-0.0107078217,0.890319
RPA2,schinzel-giedion_syndrome,0.3540452,0.8379935727,0.8485284681,0.1087265089,0.3521936834,0.89172804
OLFM4,developmental_coordination_disorder,0.18720013,0.8512948411,0.8811413577,0.1584273279,0.2286036164,0.89150006
MAP3K1,rhinitis,-0.06798692,0.8285122971,0.8134642434,0.100588955,-0.05165145174,0.8847883
VSIG1,wagr_syndrome,0.34053296,0.9168833833,0.9087188965,0.2044942528,0.4412088394,0.874395
BRCA1,merkel_cell_carcinoma,0.19683012,0.8252924731,0.8250239513,0.1471558362,0.1788426936,0.818879
IGKV3-20,nail_diseases,0.05531034,0.7938261858,0.8270746474,-0.01421476435,0.226557076,0.8378848
CHRFAM7A,hepatitis_c,0.028368142,0.8491720885,0.8291945277,0.06955010444,0.1441356242,0.8729825
PRICKLE1,t-cell_lymphoma,0.32973945,0.8770879992,0.8113424688,0.1015735343,0.4597128034,0.8726531
IRF2BP2,kidney_diseases,0.19267409,0.801926189,0.8175295109,0.1197556183,0.2919784784,0.85247684
C4B,lipomatosis,0.06260382,0.8323588178,0.7769067641,0.02035130747,0.1972848922,0.8141255
MUC5B,eosinophilic_pneumonia,0.2869294,0.8862189602,0.8296878007,0.1800286174,0.4227213264,0.8640528
SOCS4,exudative_macular_degeneration,0.5851259,0.8047626077,0.7534072083,0.08620332927,0.4702513814,0.8278854
TAB1,respiratory_tract_diseases,0.27925205,0.839175662,0.8582052599,0.0800870955,0.3652267456,0.8669389
RARB,endomyocardial_fibrosis,0.10021133,0.7673718477,0.7746700564,0.05662351847,0.2528910637,0.8505372
APH1A,peritoneal_fibrosis,0.2512343,0.8391109765,0.8301004232,-0.05717146024,,0.8581685
ABCB11,autoinflammatory_disorder,0.4658306,0.8420726544,0.7733604019,0.1583426744,0.5257679224,0.8942448
PEX26,bulbar_palsy,0.28698432,0.790236347,0.8335863689,0.07816256583,0.3097822368,0.87996143
NINJ2,job_syndrome,0.47040328,0.83965098,0.8298240927,0.09459102899,0.6864680052,0.8507102
TFRC,orthostatic_hypotension_2,-0.025939174,0.6959641317,0.7807278982,0.05479639396,,0.84471685
SLC7A9,bipolar_disorder,0.1669357,0.8168574172,0.7872406233,0.2369508445,0.1354995668,0.89761055
SGTB,leber_congenital_amaurosis,0.40639016,0.7833948383,0.8121529824,0.06655973941,,0.8459723
SNIP1,disseminated_intravascular_coagulation,0.12733969,0.8864884633,0.8057783891,0.1473869383,0.07307603955,0.8705443
CASC9,proteinuria,0.13970023,0.83060286,0.8277844386,0.1617039144,0.06765494496,0.83630776
CD207,timothy_syndrome,0.24611166,0.8565761653,0.8365596005,0.1163841039,0.369471699,0.8856324
GYS1,skeletal_dysplasia,0.24230555,0.8676403836,0.8382617542,0.1644527018,0.1774226278,0.88898724
CYP11B2,anaplastic_carcinoma,0.22367495,0.8653057121,0.8418856565,0.1401035637,0.3711180091,0.88740945
KIF5C,prolactinoma,0.14047939,0.8191140491,0.8321041127,0.174453944,,0.87439317
MICU2,acquired_immunodeficiency_syndrome,0.12199122,0.8606214086,0.7419754386,0.1066591889,,0.8958349
PHF1,fragile_x_syndrome,0.43139952,0.8485224281,0.8132548215,0.1488621533,0.4810265005,0.81989443
DTL,polyarteritis_nodosa,0.115748376,0.7868344252,0.7849115159,0.01417921204,0.2690686584,0.8528952
BANP,febrile_convulsions,0.3438158,0.8163542439,0.7536578618,0.07714547962,0.4620037675,0.84324706
MAP3K7,rem_sleep_deprivation,0.2382283,0.8491564994,0.8315882698,0.08399631083,,0.8530855
DEFB126,allodynia,0.13191117,0.7976903719,0.7950882677,0.02425352484,,0.8944319
UBE3A,mechanical_allodynia,0.25854015,0.8535507658,0.8074235877,0.1177457273,0.1282243133,0.84624726
PCDH20,vitamin_e_deficiency,0.26423198,0.8382682915,0.8474538954,0.160422489,,0.8268932
VCAN,thrombocytopenia_4,0.2954849,0.8347305074,0.7360382417,0.05705439672,0.4069153368,0.848526
ASAH1,embolism,-0.033966605,0.8411542575,0.8397862442,0.06868764013,0.0720763281,0.90851486
RHEBL1,gestational_trophoblastic_disease,0.22944894,0.8432594595,0.814195518,0.1343823671,,0.86925435
PPM1K,multiple_pterygium_syndrome,0.31862754,0.8200094658,0.8012322659,0.07325053215,,0.86489445
NPFFR1,ventricular_outflow_obstruction,0.089077316,0.8223891283,0.7849153927,0.05941716209,,0.8460443
HNRNPAB,wolff-parkinson-white_syndrome,0.17057654,0.851178308,0.8444084318,-0.1271463931,,0.8828293
DPP7,alcohol_withdrawal_syndrome,0.12584892,0.7973818959,0.8496893334,0.06434112042,,0.88896525
MYO3A,friedreich_ataxia,0.34076077,0.8147515785,0.7766419838,0.1226242259,,0.87353456
LTBR,central_hypotonia,0.21759301,0.8120039446,0.8016986206,0.02844092436,0.01732265949,0.8865566
PPAN,oestrogen_deficiency,0.33021826,0.8125705825,0.7924008393,0.05394046009,,0.8181682
ADAMTSL2,malabsorption_syndrome,0.33962822,0.8874984181,0.8393493321,0.153208375,0.5036139488,0.8981341
POLR2A,complete_hydatidiform_mole,0.34008825,0.8869014534,0.8226602167,0.09097035974,0.4089643359,0.842824
SPAST,pseudomonas_aeruginosa_infection,0.40684065,0.8382033787,0.7162997579,0.1072932333,0.4396511316,0.85551834
TLN1,pulmonary_fibrosis,0.1408896,0.8148314834,0.8406475899,0.1252846271,0.127783373,0.8158747
CCNB1IP1,irvine-gass_syndrome,0.3315758,0.8635927414,0.8753917666,0.01445980463,,0.90595806
BECN1,currarino_triad,0.22043318,0.8558923058,0.8981447339,0.1916407347,0.2631430626,0.91977006
CCL4L1,chronic_neutropenia,0.15097412,0.8327284982,0.794446183,0.0533477664,,0.8676411
QKI,vertebral_artery_dissection,0.19716161,0.7893183519,0.7537347435,0.146414265,0.3293313682,0.7867796
OPN4,choroidal_neovascularization,0.29171968,0.8033620448,0.803796607,0.1478638947,,0.8826997
MICA,fibrosis,0.07093583,0.8764965702,0.8484355546,0.08882567286,0.1074402332,0.8732581
ITGAM,disseminated_intravascular_coagulation,0.09972225,0.8020833187,0.7482247766,0.1176347211,0.1314253658,0.83041024
NUBPL,language_disorders,0.2812386,0.817628263,0.8147618408,0.1401454359,0.4154479802,0.85536164
NAPB,arrhythmogenic_right_ventricular_dysplasia,0.4094247,0.8122369258,0.7423586807,0.01071446948,0.5754841566,0.8786689
AGO3,urothelial_carcinoma,0.21876033,0.8020898948,0.7658306556,0.07790610939,,0.8476726
INO80,mitral_valve_insufficiency,0.09854969,0.8059263288,0.8045489099,0.1204604059,0.3194900155,0.855311
GDF2,branchio-oto-renal_syndrome,0.42311147,0.7449084168,0.8140907346,0.2040870041,0.1599549502,0.8834879
ZNF317,idiopathic_central_precocious_puberty,-0.010382542,0.8402094251,0.7995269507,0.206953302,0.06408947706,0.8615217
SCO1,primary_cutaneous_anaplastic_large_cell_lymphoma,0.23001271,0.8233473274,0.787248419,0.07180701941,0.3969617486,0.84841615
FBXL5,cocaine_use,0.10565817,0.7795829068,0.8198698568,0.1049353331,-0.007149822079,0.83736384
FRMPD4,neurofibroma,0.28849608,0.7637550588,0.8236009839,0.1543094814,0.3054199219,0.8574556
SNN,neurologic_signs,0.0782694,0.7695990352,0.7852984343,0.1293161511,0.2351348996,0.83281875
UBQLN1,anxiety_disorders,0.1775254,0.8151623864,0.8191465392,0.1866525561,,0.87075895
CCAR1,anxiety_disorders,0.10165196,0.8111858385,0.8368248781,0.1716682762,0.2460263073,0.84793717
FDX1,embolism,0.040584203,0.8181820588,0.8167585804,0.09837026894,0.1063472033,0.87476754
NOL7,spondyloepiphyseal_dysplasia,0.4639883,0.7478835508,0.7089564554,0.1672094613,,0.865482
INS,fetal_growth_retardation,0.031936616,0.7711448554,0.5360479368,0.1677173674,0.2008221447,0.8548025
VRK3,leprosy,0.0026713172,0.8403632924,0.8314233524,0.1565125585,,0.8960874
TAF13,hypokalemic_periodic_paralysis,0.5882506,0.8081590815,0.783955708,0.1186359003,0.3574659824,0.83476526
HMGB2,insulin_sensitivity,0.028340295,0.8206698303,0.8295826865,0.193661198,0.1445442587,0.84745955
CASK,anoxemia,0.14767233,0.8421007488,0.8734396292,0.1005828157,0.2255761623,0.8717241
RAB9A,enterovirus_infections,0.31323606,0.8333777401,0.8572762471,0.06092768162,,0.82737887
NRG3,choledocholithiasis,0.017475123,0.8208252372,0.7824210142,0.03282901645,0.08845645189,0.8748301
BMP2K,hydatidiform_mole,0.4871883,0.8402954897,0.8439581174,0.06127056107,,0.8642736
C7,intracranial_meningioma,0.1831041,0.7246017106,0.7400026792,0.1120145693,0.196507901,0.81204915
PAK3,tangier_disease,0.31023642,0.8785336131,0.8883164561,0.1942521781,,0.8715743
UBE3B,overgrowth,0.018257268,0.8265267966,0.8390661141,0.1007711962,,0.853221
DLG5,myopathy,0.1784091,0.7660235324,0.8446591666,0.1394101232,0.1681925058,0.85629195
SYCE1,vision_disorders,0.44719344,0.8610892604,0.8418119487,0.1846400052,0.5146028996,0.86014336
DNAI2,posterior_polar_cataract,0.5293088,0.7737337922,0.8175231409,0.02199790999,,0.86980057
NPPA,movement_disorders,0.026636038,0.8547493178,0.8349073112,0.04525531083,0.0762180835,0.8551098
NBN,resting_tremor,0.16332689,0.8141147368,0.8209279226,0.1123764664,0.3902742267,0.8894934
TCOF1,romano-ward_syndrome,0.4577347,0.8803297955,0.8668864471,0.3361815214,0.4562825859,0.88159776
RREB1,antisocial_personality_disorder,0.14672843,0.8218429238,0.7878590755,0.09607294947,0.3031042516,0.8710797
GSTK1,myocardial_infarction,0.13807802,0.7856800692,0.7682622312,0.02195104398,0.0910628438,0.83984685
GNAQ,metabolic_syndrome_x,0.075143725,0.8762324593,0.8376726125,0.06912549585,0.3611145914,0.88589925
ANXA13,lupus_nephritis,-0.040421516,0.8576817677,0.7946015356,0.04609125108,,0.86071706
LAMA1,enterovirus_infections,0.38623634,0.8764873264,0.8363750855,0.1146624461,0.4463527799,0.8252849
WDR41,endometrial_diseases,0.15480068,0.7685612171,0.8135864032,0.1460053921,,0.8709657
AEBP1,shprintzen_syndrome,0.49481,0.8917418966,0.8656381447,0.1766587794,,0.9269349
WNT5B,fever,-0.16432582,0.7820085529,0.8261445273,0.06540913135,-0.2219395638,0.85695046
POLN,cerebral_amyloid_angiopathy,0.3048679,0.8252245669,0.8007862637,0.07355841249,0.3751460314,0.81863636
CYP1A2,coronary_heart_disease,0.218991,0.8115278227,0.8061728928,0.08641301841,0.1930648983,0.8308418
ZFC3H1,brachydactyly,0.22790945,0.8196277262,0.8210724518,0.1022170112,,0.8638939
DBI,xeroderma_pigmentosum,-0.07740128,0.7681365094,0.7091433271,-0.003098110901,0.1389667392,0.85791814
INKA2,mental_deterioration,0.06985679,0.8125620083,0.7686300444,0.1650243998,,0.8721793
KCMF1,adenocarcinoma,0.10525803,0.8158034605,0.8324433705,0.06126958132,0.1582926512,0.823345
JARID2,melanocytic_nevus,0.32750636,0.8876582826,0.8031367651,0.1102351248,0.3502095938,0.8623746
NLRP4,ametropia,0.26224706,0.8098016526,0.8268412346,0.1360422969,,0.9000578
BAK1,esophageal_stricture,0.043228272,0.8082971375,0.8037131895,0.02602142282,0.2969010472,0.8576677
CAMSAP1,cerebral_thrombosis,0.35660505,0.8631764366,0.8278151221,0.1252721995,,0.88249457
SLC16A1,thyroid_carcinoma,0.41376978,0.8562081872,0.8159033936,0.1615926027,0.3196844161,0.85301006
FBXO7,impaired_cognition,0.32679534,0.7590385283,0.8328691439,0.1971085966,0.4612648487,0.8186953
SULT1C4,pigmentation_disorders,0.1798321,0.8524245367,0.8396014456,0.2255547941,,0.87927413
RGL1,giant_cell_glioblastoma,0.1909145,0.8275823892,0.8254595736,0.1817490757,,0.86526513
MTHFR,neonatal_death,0.23606566,0.8145309726,0.8344725089,-0.005648070946,0.2482688427,0.848459
GCLC,mesothelioma,0.04565955,0.7985572985,0.8054191398,0.06057557091,0.2212109566,0.82949436
ALDH6A1,restless_legs_syndrome,0.07183762,0.812266652,0.8200441592,-0.06966961175,0.004997331649,0.8857617
KTN1,subaortic_stenosis,0.038982376,0.818373712,0.8078416445,0.1534177363,,0.8890943
NAA10,occupational_diseases,0.17986691,0.8651723325,0.8131179999,0.1409012973,0.3224487901,0.88087493
KAT8,osteolysis,0.04538005,0.802373577,0.8385866028,0.1417001784,,0.87746114
MAB21L2,primary_cutaneous_anaplastic_large_cell_lymphoma,0.2690828,0.8607019837,0.7942345242,0.1408707201,0.4960672259,0.8905411
NET1,semantic_dementia,0.12133985,0.7700484967,0.7721751135,0.1496409923,0.1957916617,0.8737265
PKM,graft-vs-host_disease,0.06248141,0.812291826,0.7808417147,0.004646217916,0.3174363673,0.8621542
CXCR6,degenerative_intervertebral_discs,0.2914192,0.7677854014,0.7901795804,0.08383173496,,0.84441566
TMCO1,amenorrhea,-0.0075422823,0.8570105392,0.8173184187,0.1051341891,0.1726098061,0.8719584
OC90,diabetes_mellitus,0.05945369,0.8346904199,0.82162199,0.1156942174,,0.90465194
RPA2,narcosis,-0.10109419,0.8479152535,0.8709245422,0.07422892004,0.124220863,0.88565004
CCR4,benign_rolandic_epilepsy,0.16883,0.8061243737,0.7941062058,0.1237093136,0.3391940296,0.86053
CIDEA,cutaneous_melanoma,0.17381519,0.8919017313,0.8161151498,0.1514147967,0.3230268359,0.8568829
PDE1C,hepatic_vein_thrombosis,0.5227546,0.8231074882,0.8275943177,0.07438355684,,0.86541146
IL3,familial_dilated_cardiomyopathy,0.26143128,0.7832079883,0.7637191567,0.118461147,,0.8320101
GRM8,heroin_dependence,0.39786208,0.8268744016,0.8421951742,0.1751655787,0.2644841075,0.81863534
MAGEA3,ependymoblastoma,0.5273771,0.8151454247,0.7764321434,0.2989345491,0.507804513,0.8915775
WNT9B,irvine-gass_syndrome,0.41045052,0.8287823374,0.8628268375,0.1721844375,0.4612860084,0.8992296
IMPDH1,respiratory_syncytial_virus_infections,0.30182552,0.8303805903,0.7981840887,0.1579546332,,0.84970725
ROBO2,stevens-johnson_syndrome,0.049294345,0.8340974361,0.8424031939,0.1000658274,0.2499100566,0.90272874
TEX19,intersex_conditions,0.39312673,0.8616889607,0.8810204685,0.207602188,,0.8457159
SHCBP1,immune_diffusion,0.17151386,0.8413878776,0.8124484488,0.04932615533,,0.8430935
NIPA2,basan_syndrome,0.341941,0.9068220402,0.8930005646,0.1229066551,,0.89273584
CEBPG,trichotillomania,0.29480314,0.8682677585,0.8441036866,0.02373608015,,0.9014029
CHIA,bipolar_disorder,-0.085830785,0.8421445884,0.7632950502,0.07246430963,0.1175099313,0.8943003
SGIP1,bladder_exstrophy,0.123565555,0.8732367338,0.8322440278,0.1199894696,,0.87919444
UCN,chondromyxoid_fibroma,0.20924985,0.8314212134,0.7990289354,0.08066817373,0.4764564037,0.8703346
DSCAM,short_qt_syndrome,0.38597018,0.9151131927,0.8488406753,0.1348412782,0.4154372811,0.8672533
KMT2C,undifferentiated_carcinoma,0.39678064,0.846080205,0.7735142798,0.0967893973,0.5071117878,0.85379755
NCBP3,nijmegen_breakage_syndrome,0.37332362,0.8295821302,0.792114678,-0.01571363024,,0.86243385
TNNT3,anoxic-ischemic_encephalopathy,0.505735,0.7384190447,0.7942960435,0.02772034891,0.4116312861,0.88038254
ACOT7,cardiac_hypertrophy,0.3278054,0.8209770985,0.8149724346,0.1796202362,0.2459381521,0.8898178
BCKDK,anaplastic_ependymoma,0.44738886,0.781345303,0.798133383,0.03673567623,0.3051859736,0.8636695
LINC00313,central_hypotonia,0.18415275,0.8686078183,0.7349021945,0.0959765017,-0.01491654385,0.87800926
TCF7,spondylarthritis,0.352793,0.7581975831,0.7777215414,0.2627536058,0.4929135442,0.8951628
TNRC6B,choroidal_neovascularization,0.09860132,0.8124185843,0.8061079773,0.1717986166,,0.88033605
ACOT13,opiate_addiction,0.44339144,0.8836095837,0.8705608082,0.1146730855,0.2195494175,0.89221305
MLN,diabetes_mellitus,-0.055109583,0.7162959188,0.7909375753,0.02320742048,0.03519407287,0.8758823
PGK1,non-compaction_cardiomyopathy,0.11826581,0.8061047593,0.806215491,0.1273932904,,0.8768718
VAV1,mercury_poisoning,0.08630073,0.861237786,0.8857847822,0.05785643682,0.3453725278,0.88958186
OTX2,rieger_syndrome,0.3874858,0.8184247107,0.8345881558,0.240340516,0.450976938,0.900545
FNBP4,leydig_cell_tumor,0.36842245,0.793979426,0.8269871747,0.1376674175,,0.86783147
ZNF462,drug_overdose,0.45304185,0.8211476785,0.7906770734,0.02656432055,0.4563844502,0.85472226
MGME1,hereditary_multiple_exostoses,0.4320348,0.8938553528,0.8222806799,0.1721388698,,0.8791748
ENOX2,vater_association,0.39958128,0.8555424311,0.8808331718,0.05529889092,,0.8935823
EDNRB,lobar_pneumonia,0.09981467,0.7993242161,0.865382599,0.06688129902,0.2863778174,0.8770419
PHAX,congenital_microcephaly,0.31040627,0.8560271874,0.779139053,0.1232068911,,0.88047314
KCNU1,premature_ventricular_contractions,0.2990416,0.8222105225,0.7818722817,-0.03402996808,,0.8225509
ATP1B1,generalized_seizures,0.027676005,0.8295987162,0.8350345546,0.118377991,0.2961564958,0.8519002
MCF2L,retinitis,0.17809528,0.8237774299,0.847935918,-0.06166667864,0.1408635825,0.8366585
ELN,shortened_qt_interval,0.35410708,0.9005211708,0.8329014029,0.1452820003,,0.84548616
REN,fibrinogen_deficiency,0.17631222,0.7698449519,0.828412001,-0.01694552042,0.2359724641,0.8502633
FBXO40,hepatic_veno-occlusive_disease,0.26662284,0.801891156,0.8167998831,0.1684800684,,0.8807563
PDIA4,behavior_disorders,0.33344513,0.8380121447,0.8649429361,0.05781317875,0.3702717423,0.83293056
DEAF1,metopic_synostosis,0.49365476,0.8273232368,0.808546446,0.1564210355,,0.84738684
LAMA5,behcet_syndrome,0.27903467,0.8736391411,0.848988526,0.1245960221,0.1519085914,0.91173196
DNMT3L,hypogonadotropic_hypogonadism,0.2506939,0.7757340665,0.7530650888,0.2367402464,0.3551786244,0.84215426
PKD2L1,separation_anxiety_disorder,0.28346452,0.7923423266,0.7975052074,0.1262754649,,0.7820109
CYP4F2,hyporeflexia,0.1368596,0.8618417038,0.8182734866,0.01134321187,0.3155854046,0.87640333
TP53BP2,proteinuria,0.11589588,0.8453553875,0.8439915146,0.07713031024,,0.83752596
ZNF154,bulla,0.17227155,0.8170826461,0.8427885214,0.03490238637,0.4085035324,0.86782444
ADORA2A,oral_dyskinesia,0.3898318,0.86088628,0.8029663059,0.1821725816,,0.9186661
SECTM1,intestinal_schistosomiasis,0.36410773,0.8093240727,0.7720177753,0.1111393869,0.6462205648,0.8260859
PPARG,cockayne_syndrome,0.12573388,0.7924325899,0.7830825471,0.05640570447,0.2750962675,0.8685317
CAMK2G,porencephaly,0.29413307,0.8633247901,0.8408383993,0.0187737979,0.4740856588,0.8406428
ANKRD11,metabolic_diseases,0.17103127,0.8526706242,0.8380411409,0.2427736372,0.2549937367,0.8636208
CEMP1,pulmonary_emphysema,0.29644594,0.8294535692,0.8453124103,0.107165128,,0.85685515
PIAS4,endometrial_stromal_sarcoma,0.34485027,0.7900309477,0.7653603208,0.18715325,,0.8603843
CACNA1A,alzheimers_disease,0.4145457,0.8949687542,0.8407609463,0.1383768916,0.6006173491,0.8868675
PGLS,exfoliation_syndrome,0.4097819,0.7816274514,0.8533501633,0.07320287824,0.4948140085,0.8085604
ACTBP2,enchondromatosis,0.39878315,0.8703090176,0.845639137,0.1512117833,0.2636576295,0.8866991
CDC42,long_philtrum,0.17859036,0.8490447023,0.7791500152,0.1156760529,0.2925832272,0.8523109
PKDREJ,spastic_tetraparesis,0.30855563,0.8313213671,0.7773416617,0.1269215196,,0.83559835
RCCD1,left_ventricle_remodeling,0.46302083,0.8151188657,0.792841251,0.1974128336,0.562856555,0.8279788
SLC19A1,eosinophilia,0.028500378,0.8678909177,0.7965090297,0.1210722551,0.02433576807,0.86617017
CEND1,meretoja_syndrome,0.29782194,0.866108322,0.883603389,0.08071142435,,0.82490826
ARIH1,motor_delay,0.3131232,0.8627009687,0.8404537912,0.07978907228,,0.87972033
MIR122,atypical_endometrial_hyperplasia,0.33674622,0.8490902766,0.8004534921,0.1295024455,0.189491272,0.8693214
BLMH,substance_use_disorders,0.11454877,0.8313221724,0.8300347392,0.008387466893,0.1558221579,0.8650142
SAA4,cystinosis,0.38191932,0.7964658558,0.8714587121,0.2067104876,0.4105425179,0.8951076
HSD17B13,androgenetic_alopecia,0.33261412,0.837288948,0.8266466399,0.08369838446,0.3199666739,0.8732838
UCN2,synovitis,0.046957023,0.8546630818,0.8217611813,0.03698256984,-0.02859480679,0.9093963
MFNG,nail_diseases,0.013944334,0.8271801985,0.8767492764,0.1492278129,0.2259925008,0.8295057
BEX1,metaplasia,0.30549783,0.8295738488,0.8856433292,0.09914402664,0.4626094699,0.8945488
RPL15,pyloric_atresia,0.57301295,0.8475502557,0.8244595706,0.2196528316,0.3060673475,0.8805345
AMELY,hyperuricemia,0.10048437,0.8308250215,0.8459371115,0.1187241599,0.03533006459,0.8431596
BNIP3L,gaucher_disease_type_1,0.321042,0.8804528316,0.838804374,0.05459585041,0.4766424894,0.88317513
ASIC3,connective_tissue_diseases,0.101314075,0.807630226,0.8361240308,0.1242375523,0.3132416606,0.8546798
UBN1,acute_myelomonocytic_leukemia,0.49923268,0.8345640835,0.7503450621,0.2005935907,,0.8424257
RLBP1,progesterone_resistance,0.34359372,0.8318122826,0.828021012,0.08491225541,0.372282505,0.8652303
CLPS,microcornea,0.33517236,0.8744409155,0.870620656,0.1764575243,,0.86196494
APOBEC3D,autistic_disorder,0.27965522,0.8522585305,0.8514079838,0.1690321267,,0.8767379
RAD9A,hypoxemia,0.028044308,0.8449707368,0.8100699943,0.06969797611,-0.06031098962,0.8419851
LYST,swyer_syndrome,0.4458896,0.8490979669,0.826631828,0.1953017712,0.4239886701,0.91427135
RASL11B,dysmenorrhea,0.08279057,0.8635868289,0.8083286506,0.142005533,0.1684619635,0.90941155
ACER2,nonorganic_psychosis,0.3864262,0.8594974202,0.7934440779,0.07861181349,,0.8578764
ZDHHC5,aortic_valve_insufficiency,0.43766505,0.7469114576,0.8149230456,-0.05352640525,,0.8607517
EEF1D,ocular_hypertension,0.20635885,0.8298181065,0.8261352088,0.09415188432,0.2920792103,0.90432876
STIP1,non-compaction_cardiomyopathy,0.10041781,0.7941591977,0.8138711669,0.1819296479,,0.85084337
ADIPOR1,acute_bacterial_prostatitis,0.13450673,0.8814812491,0.8526019521,0.04568358138,0.3663063347,0.8216144
CDC7,primary_peritonitis,0.19758654,0.7542958692,0.8157092785,0.06711120903,0.4330337942,0.80956036
GAS5,idiopathic_central_precocious_puberty,0.04909447,0.8530143062,0.7623998022,0.1583816558,0.01500829309,0.859042
APBB1,tuberculosis,0.106729224,0.8036770445,0.8383688965,0.07070709765,,0.86531824
FICD,upper_respiratory_infections,0.24264726,0.8266943468,0.8443612765,0.1222778261,0.4006393552,0.80702627
TRNT1,teratozoospermia,0.35418296,0.8176619908,0.8130534719,0.214042142,,0.85191023
SMARCD3,neurotmesis,0.25622696,0.8197166416,0.8708072667,0.1762807816,,0.8604009
NCSTN,chronic_granulomatous_disease,0.32780862,0.7793073767,0.7970329971,0.1439726204,0.3209078908,0.86644864
SMPD1,leishmaniasis,0.057618268,0.847136514,0.8264864184,0.1465010345,0.1436033249,0.87455183
VGLL2,neu-laxova_syndrome,0.26888934,0.8451145333,0.8876114618,0.1610584855,,0.90123093
HTR2B,hemimegalencephaly,0.3111279,0.8421502584,0.832296024,0.1370382905,0.4067796469,0.83104444
ELSPBP1,tactile_allodynia,0.56469065,0.8457634709,0.8079469709,0.1439769566,,0.8941959
GYS2,dwarfism,0.32807478,0.8535392608,0.8728867589,0.117658034,,0.8734188
UVRAG,tremor,-0.009305041,0.8586500988,0.846463493,0.02416615561,0.04547677562,0.88261807
STK36,hemiplegia,0.10719171,0.8207649714,0.7963518489,0.1277637929,,0.8529057
CACNA1S,ichthyosis_vulgaris,0.5215416,0.8952653347,0.7991624442,0.1307355464,0.5689448118,0.86679864
FDXR,thyroid_carcinoma,0.43141562,0.751044575,0.8416406708,0.1348321885,0.4995503426,0.86694485
PRR3,status_epilepticus,0.1471563,0.8332788425,0.7992632629,0.1567391306,,0.83186376
MAB21L2,subfertility,0.120454825,0.8581025976,0.8269553586,0.1792839915,0.1760830581,0.8678578
CYB5A,mucopolysaccharidosis_vii,0.4009351,0.8891713054,0.817569129,0.2142618299,,0.83314145
GLRX2,dysphoric_mood,0.2875535,0.8532349362,0.8170308502,0.04523752257,,0.88553095
TWIST1,sensory_hearing_loss,0.1444017,0.8496512571,0.8624416682,0.0666622147,,0.86385155
KLRC1,barrett_esophagus,0.16227552,0.8205403111,0.8331098796,0.03931941465,0.1794458777,0.86071885
HYDIN2,ulcerative_colitis,0.08581653,0.8658262234,0.8233801924,0.1018063128,0.03057620488,0.8221618
HCG11,insulin_sensitivity,0.12009607,0.8547775505,0.8149301644,0.2194278836,0.08902089298,0.85741293
